Dag,Week,grootte in cm,gewicht in gr,Baby Size Comparison,Partner Observation,Papa's Life Lesson,Meer informatie,Leuke dingen per dag,Image Idea,Citation
251,36,47.22,2567.86,Een autowiel (klein),"Ze heeft vandaag een 'alles-is-stil'-dag. Geen voorweeën, geen gerommel. De stilte voor de storm.","Geniet ervan. Doe iets ontspannends. Kijk een film. De rust is bedrieglijk, maar welkom.",Soms is er een periode van rust en kalmte vlak voor de bevalling begint. Het lichaam verzamelt kracht.,Het oog van de orkaan.,Twee galiameloenen die rustig op de bank een film kijken.,https://www.oudersvannu.nl/zwanger/bevalling/de-bevalling-begint/
252,36,47.4,2600.0,Een autowiel (klein),Ze heeft vandaag een 'ik-word-gek-van-het-wachten'-dag.,"Jij bent de afleidings-manager. Een spelletje, een wandeling, een grappige video. Alles om de zinnen te verzetten.",Het wachten is het zwaarste onderdeel van het laatste stuk.,Ze is een kind dat wacht tot de bel gaat op de laatste schooldag.,Een galiameloen die verveeld naar een klok staart.,https://www.oudersvannu.nl/zwanger/zwangerschap/derde-trimester/
253,37,47.54,2628.57,Een krat bier,Ze heeft vandaag een 'valse start'. Regelmatige weeën die na een paar uur toch weer wegzakken.,Wees niet teleurgesteld. Zeg: 'Goede oefening voor ons beiden. Nu weten we wat we moeten doen.',"Een 'vals alarm' komt vaak voor. Het is een teken dat het lichaam aan het voorbereiden is, maar het kan demotiverend zijn.",Het was een 'test-uitzending' van het noodalarm.,"Een auto die met hoge snelheid naar het ziekenhuis rijdt, en teleurgesteld weer terugkeert.",https://www.babycenter.nl/a544923/voorwee%C3%ABn-of-echte-wee%C3%ABn
254,37,47.67,2657.14,Een krat bier,Ze heeft vandaag een 'ik-ben-een-tijdbom'-gevoel.,Zeg: 'Je bent de meest prachtige tijdbom die ik ooit heb gezien.',"Elk pijntje, elke kramp wordt nu geanalyseerd. Het kan elk moment gebeuren.",Ze is een tijdbom die elk moment kan afgaan. Jij bent de expert die de draden in de gaten houdt.,Een pompoen met een tikkende klok erin.,https://www.oudersvannu.nl/zwanger/bevalling/de-bevalling-begint/
255,37,47.81,2685.71,Een krat bier,Ze heeft vandaag een 'laatste-check'-dag. Is de vluchttas compleet? Is de Maxi-Cosi geïnstalleerd?,Loop alles nog een keer met haar na. Het geeft een gevoel van controle.,De behoefte om alles dubbel te checken is een manier om met de spanning om te gaan.,De 'pre-flight check' wordt voor de laatste keer uitgevoerd.,Een man en een vrouw die samen een lange checklist afvinken.,https://deverloskundige.nl/bevalling/subtekstpagina/53/wat-neem-je-mee-naar-het-ziekenhuis/
256,37,47.94,2714.29,Een krat bier,Ze heeft vandaag een 'ik-wil-alleen-nog-maar-chocola'-dieet.,Geef haar chocola. De energie kan ze goed gebruiken.,"Suikers kunnen een snelle energieboost geven, iets wat ze goed kan gebruiken voor de komende inspanning.",Chocola is de 'raketbrandstof' voor de lancering.,Een pompoen die een grote reep chocola eet.,https://www.oudersvannu.nl/zwanger/voeding/eetbuien-tijdens-je-zwangerschap/
257,37,48.08,2742.86,Een krat bier,Ze heeft vandaag een 'ik-ben-er-zo-klaar-voor'-dag. De focus is 100%.,Zeg: 'Ik ook. Laten we die baby halen.' Wees haar cheerleader.,De mentale staat kan omslaan naar pure vastberadenheid.,"De atleet staat in de startblokken, klaar voor het startschot.","Een pompoen met een vastberaden blik, in een startblok.",https://www.oudersvannu.nl/zwanger/bevalling/mentale-voorbereiding-op-de-bevalling/
258,37,48.21,2771.43,Een krat bier,Ze heeft vandaag een 'ik-voel-me-vreemd-rustig'-dag.,Dit is de stilte voor de storm. Geniet van de rust.,Een gevoel van kalmte kan een teken zijn dat de bevalling ophanden is.,Het oog van de orkaan.,Twee pompoenen die rustig op de bank zitten.,https://www.oudersvannu.nl/zwanger/bevalling/de-bevalling-begint/
259,37,48.35,2800.0,Een krat bier,Ze heeft vandaag een 'ik-denk-dat-dit-het-is'-moment. De weeën voelen anders.,"Start de stopwatch. Time de frequentie, duur en intensiteit. Blijf kalm.","Echte weeën hebben een duidelijk patroon: ze worden sterker, duren langer en komen sneller na elkaar.",Het startschot heeft geklonken.,Een man die met een stopwatch de weeën van zijn partner aan het timen is.,https://deverloskundige.nl/bevalling/subtekstpagina/43/het-begin-van-de-bevalling/
260,38,48.49,2828.57,Een golftas,De weeën worden sterker. Ze moet ze nu 'wegzuchten'.,Adem met haar mee. Coach haar. Herinner haar aan de technieken van de cursus. Jij bent haar anker.,De ontsluitingsfase is begonnen. De weeën worden steeds krachtiger om de baarmoedermond te openen.,De eerste ronde van het gevecht is begonnen.,Een watermeloen die diep aan het zuchten en puffen is.,https://deverloskundige.nl/bevalling/subtekstpagina/44/de-ontsluiting/
261,38,48.62,2857.14,Een golftas,Ze heeft vandaag een 'ik-kan-dit-niet'-moment. De pijn is overweldigend.,Kijk haar in de ogen en zeg: 'Je doet het al. Je bent het aan het doen. En je bent een fucking superheld.',De 'wanhoopsfase' is een normaal onderdeel van de bevalling. Jouw steun is nu cruciaal.,Ze zit tegen haar limiet aan. Jij moet haar erdoorheen slepen.,Een man die zijn partner aanmoedigt die het zwaar heeft.,https://www.oudersvannu.nl/zwanger/bevalling/mentale-steun-tijdens-de-bevalling/
262,38,48.76,2885.71,Een golftas,Ze vraagt vandaag om pijnbestrijding.,"Ondersteun haar keuze. Bespreek de opties met de verpleegkundige. Het is haar lichaam, haar keuze.","Er zijn verschillende vormen van pijnbestrijding, van een ruggenprik tot lachgas. Het is belangrijk om haar wensen te respecteren.",De atleet vraagt om medische ondersteuning. Jij bent de manager die dat regelt.,Een vrouw die met een verpleegkundige praat over pijnbestrijding.,https://deverloskundige.nl/bevalling/subtekstpagina/48/pijnbestrijding/
263,38,48.89,2914.29,Een golftas,Ze heeft vandaag 'persdrang'. Een oncontroleerbare drang om te duwen.,Coach haar. Help haar de juiste houding te vinden. Moedig haar aan. Je bent de coach in de finale.,Persdrang is een oerreflex. Het lichaam neemt het over.,De 'lanceer-knop' is ingedrukt.,Een watermeloen die met al zijn kracht aan het persen is.,https://deverloskundige.nl/bevalling/subtekstpagina/46/de-uitdrijving/
264,38,49.03,2942.86,Een golftas,"Je ziet het hoofdje! Een glibberig, paars hoofdje met natte haartjes.",Zeg het haar! 'Ik zie hem! Je doet het zo goed! Hij is er bijna!',Het zien van het hoofdje ('staan') is een enorme motivator.,De 'kop' van de raket is zichtbaar.,Een klein hoofdje met natte haren dat tevoorschijn komt.,https://www.oudersvannu.nl/zwanger/bevalling/het-hoofdje-staat/
265,38,49.16,2971.43,Een golftas,"De geboorte. Het moment supreme. Een glibberige, schreeuwende baby op haar borst.",Adem. Huil. Lach. Voel. Dit is het meest intense en prachtige moment van je leven.,De geboorte van een kind is een levensveranderende ervaring.,De landing is geslaagd.,Een pasgeboren baby die op de borst van zijn moeder ligt.,https://www.oudersvannu.nl/zwanger/bevalling/de-geboorte/
266,38,49.3,3000.0,Een golftas,"De nageboorte. De placenta wordt geboren. Een raar, maar belangrijk onderdeel.",Blijf bij je partner en de baby. De verloskundige regelt dit.,"Na de baby wordt ook de placenta geboren. Dit is meestal een kleine, laatste wee.","De 'afterparty'. De placenta, die 9 maanden trouwe dienst heeft gedaan, verlaat het pand.",Een verloskundige die een placenta opvangt.,https://deverloskundige.nl/bevalling/subtekstpagina/49/de-nageboorte/
267,39,49.44,3028.57,Een bowlingbal (16 lbs),De eerste uren. Huid-op-huid. De eerste voeding. De controles.,Jouw taak: bewonderen. En beschermen. Houd onnodig bezoek weg. Bewaak de 'bubbel'.,Het eerste 'gouden uur' na de geboorte is cruciaal voor de hechting.,"De 'bubbel'. Een magische, tijdloze periode.","Een vader, moeder en baby die samen in een ziekenhuisbed liggen.",https://www.oudersvannu.nl/baby/het-eerste-jaar/het-gouden-uur-na-de-bevalling/
268,39,49.57,3057.14,Een bowlingbal (16 lbs),"De eerste poepluier. Meconium. Zwart, teerachtig, plakkerig.",Jij bent aan de beurt. Zie het als een inwijdingsritueel.,Meconium is de eerste ontlasting van de baby. Het is een mix van alles wat hij in de baarmoeder heeft ingeslikt.,Welkom bij het vaderschap. Je eerste opdracht is een 'gevaarlijk afval'-situatie.,Een vader die met een vies gezicht de eerste luier verschoont.,https://www.oudersvannu.nl/baby/verzorging/meconium-de-eerste-ontlasting/
269,39,49.71,3085.71,Een bowlingbal (16 lbs),De eerste nacht. Geen slaap. Alleen maar luisteren of hij nog ademt.,Dat is normaal. De angst en verantwoordelijkheid zijn overweldigend.,"De eerste nachten zijn een mix van uitputting, adrenaline en angst.",Je bent nu een nachtwaker. Voor de rest van je leven.,Een vader die 's nachts over het wiegje van zijn baby gebogen staat.,https://www.oudersvannu.nl/baby/het-eerste-jaar/de-eerste-nacht-met-je-baby/
270,39,49.84,3114.29,Een bowlingbal (16 lbs),"De hielprik en de gehoortest. Pijnlijk voor jou om te zien, maar belangrijk.",Houd je partner vast. Leid de baby af. Het is zo voorbij.,"De hielprik screent op zeldzame, erfelijke ziektes. De gehoortest controleert het gehoor.",De eerste 'APK-keuring' van de baby.,Een baby die een klein prikje in zijn hiel krijgt.,https://www.pns.nl/hielprik
271,39,49.98,3142.86,Een bowlingbal (16 lbs),Naar huis. De eerste autorit. De meest voorzichtige rit die je ooit hebt gemaakt.,Jij bent de chauffeur. Rijd 30 waar je 50 mag. Elke drempel is een berg.,De rit naar huis met een pasgeboren baby is een zenuwslopende ervaring.,Je vervoert de meest kostbare lading ter wereld.,"Een man die met twee handen stijf aan het stuur een auto bestuurt, terwijl hij constant in de achteruitkijkspiegel kijkt.",https://www.oudersvannu.nl/baby/veiligheid/veilig-met-je-baby-in-de-auto/
272,39,50.11,3171.43,Een bowlingbal (16 lbs),De eerste dag thuis. De kraamzorg is er. Een vreemde in je huis die alles beter weet.,Accepteer de hulp. Leer van haar. Ze is je coach voor de eerste week.,Kraamzorg is er om jullie te ondersteunen en de basis van de babyverzorging te leren.,Je hebt een persoonlijke 'sergeant' in huis die je drilt in de kunst van het baby-badderen en luiers verschonen.,Een kraamverzorgster die een vader instructies geeft.,https://deverloskundige.nl/kraambed/subtekstpagina/59/kraamzorg/
273,39,50.25,3200.0,Een bowlingbal (16 lbs),De kraamtranen. Ze huilt om alles en niks. De 'baby blues'.,"Het is de ontlading. De hormonen. Het slaapgebrek. Jouw taak: knuffelen, thee zetten en luisteren.","De 'baby blues' is een normaal verschijnsel, veroorzaakt door de enorme hormonale daling na de bevalling.",De 'hormoon-tsunami'.,"Een moeder die huilend haar baby vasthoudt, terwijl haar partner haar troost.",https://www.oudersvannu.nl/zwanger/psyche/kraamtranen-en-babyblues/
274,40,50.39,3228.57,Een complete set halters (licht),"De eerste week. Een waas van luiers, voedingen, slaapgebrek en onvoorwaardelijke liefde.","Overleef. Dat is de enige taak. Zorg voor elkaar. Eet wanneer je kunt, slaap wanneer je kunt.",De eerste week is een overlevingsstrijd. Het is een achtbaan van emoties.,Welkom in de 'loopgraven' van het ouderschap.,"Een vader en moeder die eruitgeput maar gelukkig uitzien, met een slapende baby tussen hen in.",https://www.oudersvannu.nl/baby/het-eerste-jaar/de-eerste-week-met-je-baby/
275,40,50.52,3257.14,Een complete set halters (licht),De slapeloze nachten. Je weet niet meer welke dag het is.,"Teamwork. Verdeel de nachten. De een slaapt, de ander zorgt. En dan wissel je om.",Slaapgebrek is de grootste uitdaging van het jonge ouderschap.,Jullie zijn nu ploegarbeiders in de 'baby-fabriek'.,Een klok waarvan de wijzers in het rond draaien.,https://www.oudersvannu.nl/baby/het-eerste-jaar/overleven-met-slaapgebrek/
276,40,50.66,3285.71,Een complete set halters (licht),Het eerste badje. Een glibberige baby en twee onhandige ouders.,"Doe het samen. De een houdt vast, de ander wast. En lach om jullie eigen onhandigheid.","Het eerste badje is een mijlpaal, maar ook een bron van stress.",Operatie 'Schone Baby'.,"Twee ouders die zenuwachtig een kleine, glibberige baby in een badje proberen te wassen.",https://www.oudersvannu.nl/baby/verzorging/baby-in-bad-doen/
277,40,50.79,3314.29,Een complete set halters (licht),De eerste wandeling buiten. Trots als een pauw achter de kinderwagen.,"Geniet van de bewonderende blikken van voorbijgangers. Ja, jullie hebben die mooie baby gemaakt.",De eerste keer naar buiten is een grote stap.,De 'trotse-parade'.,Een vader en moeder die trots achter een kinderwagen lopen.,https://www.oudersvannu.nl/baby/het-eerste-jaar/de-eerste-keer-naar-buiten-met-je-baby/
278,40,50.93,3342.86,Een complete set halters (licht),Het besef. 'Ik ben vader.' Het daalt in op een onverwacht moment.,"Laat het gevoel toe. Het is overweldigend, eng en fantastisch tegelijk.",Het vaderschap is een identiteitsverandering. Het kost tijd om daaraan te wennen.,De 'software-update' is voltooid. Je draait nu op 'Vader 2.0'.,Een man die met een blik van verwondering naar zijn slapende baby kijkt.,https://www.vadercommunity.nl/vaderschap/het-moment-dat-je-vader-wordt/
279,40,51.06,3371.43,Een complete set halters (licht),De onvoorwaardelijke liefde. Je zou een kogel voor hem vangen.,Dat is het. Dat is het vaderschap. Welkom bij de club.,De liefde voor je kind is een oergevoel dat alles overstijgt.,Je hart is gekaapt. En je wilt het nooit meer terug.,"Een groot, sterk hart dat een kleine baby beschermt.",https://www.oudersvannu.nl/baby/psyche/onvoorwaardelijke-liefde-voor-je-kind/
280,40,51.2,3400.0,Een complete set halters (licht),Het begin. Dit is niet het einde van het verhaal. Het is pas het begin.,"Jullie avontuur is net begonnen. Het wordt zwaar, chaotisch, vermoeiend en het absoluut beste wat je ooit hebt gedaan.",Het 'vierde trimester' is begonnen. De reis gaat verder.,Game on. Level 2.,"Een vader, moeder en baby die samen naar een zonsopgang kijken.",https://www.oudersvannu.nl/baby/het-eerste-jaar/
