Dag,Week,grootte in cm,gewicht in gr,Baby Size Comparison,Partner Observation,Papa's Life Lesson,Meer informatie,Leuke dingen per dag,Image Idea,Citation
199,29,38.11,1075.0,Een Formule 1-stuur,Ze heeft vandaag een 'ik-wil-alleen-zijn'-dag. Ze trekt zich terug.,Respecteer dat. Geef haar de ruimte. Zeg: 'Ik ben in de andere kamer als je me nodig hebt.',Soms is de behoefte om naar binnen te keren en zich af te sluiten groot. Het is een manier om zich mentaal voor te bereiden.,Ze trekt zich terug in haar 'grot' om zich voor te bereiden op de jacht.,Een flespompoen die een 'niet storen'-bordje op zijn deur hangt.,https://www.oudersvannu.nl/zwanger/psyche/naar-binnen-keren-tijdens-zwangerschap/
200,29,38.29,1100.0,Een Formule 1-stuur,Ze heeft vandaag een 'alles-irriteert-me'-dag. Het geluid van jouw ademhaling is al te veel.,Ga een blokje om. Geef haar (en jezelf) wat lucht. Afstand is soms de beste remedie.,Prikkelbaarheid door ongemak en vermoeidheid is op zijn hoogtepunt. Neem het niet persoonlijk.,Haar 'tolerantie-emmertje' is leeg. Elke druppel is er een te veel.,Een flespompoen met stoom die uit zijn oren komt.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/kort-lontje-tijdens-zwangerschap/
201,29,38.46,1125.0,Een Formule 1-stuur,Ze heeft vandaag een 'opruim-manie'. De vriezer wordt ontdooid en de boekenkast wordt op alfabetische volgorde gezet.,Help mee. Het is een concrete taak en het leidt af van het wachten. En een opgeruimd huis is nooit weg.,Nesteldrang in zijn meest extreme vorm. Het is een manier om een gevoel van controle te hebben.,Ze is een generaal die haar leger opstelt voor de parade. Alles moet perfect zijn.,Een vrouw die met een tandenborstel de voegen van de keukenvloer schoonmaakt.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/nesteldrang-tijdens-zwangerschap/
202,29,38.63,1150.0,Een Formule 1-stuur,Ze heeft vandaag een 'ik-ga-nooit-meer-slapen'-besef.,Zeg: 'Klopt. Maar we gaan wel heel veel knuffelen op de bank.' Buig het om naar iets positiefs.,"Het besef dat het leven nooit meer hetzelfde zal zijn, kan hard binnenkomen.","De 'vrijheid' zoals jullie die kennen, gaat met pensioen.","Twee flespompoenen die naar een zonsondergang kijken, met een weemoedige blik.",https://www.oudersvannu.nl/baby/het-eerste-jaar/het-leven-met-een-baby/
203,29,38.8,1175.0,Een Formule 1-stuur,Ze is vandaag aan het 'waggelen'. Haar looppatroon is officieel veranderd.,"Lach er niet om (waar ze bij is). Loop naast haar, op haar tempo. Je bent haar persoonlijke gangmaker.","Door de bekkeninstabiliteit en het gewicht van de buik, nemen veel vrouwen een 'waggelende' tred aan.","Ze loopt als een pinguïn. En dat is volkomen logisch, want ze draagt een kostbare lading.",Een zwangere vrouw die als een pinguïn loopt.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/29-weken-zwanger/
204,30,38.97,1200.0,Een skateboard,Ze heeft vandaag een 'ik-voel-me-onaantrekkelijk'-dag.,"Zet haar favoriete muziek op, pak haar vast en dans met haar door de woonkamer. Laat haar voelen hoe leuk ze is.",Het is moeilijk om je sexy te voelen als je je een vrachtwagen voelt. Jouw bevestiging is belangrijker dan ooit.,"Ze voelt zich misschien niet als een fotomodel, maar jij moet haar behandelen als de koningin.",Een man die danst met zijn zwangere partner in de woonkamer.,https://www.psychologenpraktijkbraam.nl/blog/onzekerheid-over-je-uiterlijk-tijdens-de-zwangerschap
205,30,39.14,1225.0,Een skateboard,Ze heeft vandaag weer een afspraak bij de verloskundige. De controles worden frequenter.,Ga mee. Ook al is het 'routine'. Jouw aanwezigheid is een teken van steun. En je hoort de updates uit eerste hand.,"In het derde trimester ga je vaker op controle, om de groei van de baby en de gezondheid van de moeder goed in de gaten te houden.",De 'project-meetings' worden nu wekelijks. De deadline nadert.,Twee bossen boerenkool die bij een verloskundige aan tafel zitten.,https://deverloskundige.nl/zwangerschap/subtekstpagina/23/de-eerste-afspraak/
206,30,39.31,1250.0,Een skateboard,Ze heeft vandaag last van 'zwangerschapsdementie' en vergeet haar eigen telefoonnummer.,Lach erom. Zeg: 'Gelukkig heb ik het in mijn telefoon staan.' Hou het luchtig.,"De combinatie van slaapgebrek, stress en hormonale veranderingen kan leiden tot extreme vergeetachtigheid.",Haar brein is een zeef. Belangrijke informatie lekt er aan alle kanten uit.,Een bos boerenkool met een hoofd waar gaten in zitten.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/zwangerschapsdementie/
207,30,39.49,1275.0,Een skateboard,Ze is vandaag aan het 'hamsteren'. Ze koopt 10 pakken luiers en 20 pakken billendoekjes.,"Laat haar. Het geeft een gevoel van voorbereiding. En geloof me, je gaat die luiers nodig hebben.",De nesteldrang kan zich ook uiten in het aanleggen van voorraden.,Ze bereidt zich voor op een apocalyps. Een 'poep-apocalyps'.,Een vrouw met een overvolle winkelwagen vol met luiers en babyproducten.,https://www.oudersvannu.nl/baby/babyuitzet/de-ultieme-babyuitzetlijst/
208,30,39.66,1300.0,Een skateboard,Ze heeft vandaag een 'ik-ben-bang-voor-de-pijn'-dag.,"Luister naar haar angsten zonder ze weg te wuiven. Zeg: 'Ik snap dat je bang bent. We gaan het samen doen, en ik wijk niet van je zijde.'",Angst voor de pijn is reëel. Erkenning en steun zijn het beste wat je kunt bieden.,Ze staat aan de voet van een enorme berg. Het is logisch dat ze bang is voor de klim.,"Een bos boerenkool die angstig naar een grote, donkere berg kijkt.",https://deverloskundige.nl/bevalling/subtekstpagina/47/hoe-ga-je-om-met-pijn/
209,30,39.83,1325.0,Een skateboard,Ze heeft vandaag een 'wat-als-ik-moet-poepen-tijdens-de-bevalling'-paniek.,"Zeg: 'Schat, dat gebeurt bij bijna iedereen. De verpleegkundigen hebben alles al gezien en ruimen het op zonder dat je het merkt. Het is het laatste waar je je zorgen over moet maken.'",Het is een veelvoorkomende en normale angst. Stel haar gerust dat het erbij hoort en dat niemand er raar van opkijkt.,Het is een teken dat ze de juiste spieren gebruikt. Zie het als een 'goed bezig'-signaal.,Een verpleegkundige die discreet een po-pan wegtovert.,https://www.oudersvannu.nl/zwanger/bevalling/poepen-tijdens-de-bevalling/
210,30,40.0,1350.0,Een skateboard,Ze heeft vandaag een 'ik-hou-van-jou'-dag. Ze is dankbaar voor alles wat je doet.,Neem het in je op. Zeg dat je ook van haar houdt en dat je trots op haar bent. Dit zijn de gouden momenten.,De intense periode kan ook zorgen voor een diepere verbinding en waardering voor elkaar.,Te midden van de chaos is er een moment van pure liefde en verbinding.,Twee bossen boerenkool die elkaar een dikke knuffel geven.,https://www.oudersvannu.nl/zwanger/relatie/je-relatie-tijdens-de-zwangerschap/
211,31,40.17,1375.0,Een tennisracket,"Ze kan haar eigen tenen niet meer zien, laat staan haar veters strikken.",Jij bent nu de officiële 'schoen-aantrek-en-veter-strik-service'. Het is een eervolle baan.,De omvang van de buik maakt de simpelste handelingen onmogelijk.,Haar buik is een planeet die het zicht op de wereld daaronder blokkeert.,"Een kokosnoot die probeert zijn eigen veters te strikken, maar er niet bij kan.",https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/31-weken-zwanger/
212,31,40.34,1400.0,Een tennisracket,Ze heeft vandaag last van 'zwangerschaps-snurken'. Ze houdt zichzelf (en jou) wakker.,"Oordopjes. Voor jou. En probeer haar op haar zij te laten slapen, dat kan helpen.",Door zwelling van de slijmvliezen in de neus kunnen vrouwen gaan snurken tijdens de zwangerschap.,Er woont een brullende beer in haar neus.,Een kokosnoot die ligt te snurken met grote 'ZZZ's' die uit zijn neus komen.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/snurken-tijdens-zwangerschap/
213,31,40.51,1425.0,Een tennisracket,Ze heeft vandaag een 'ik-wil-dat-de-baby-er-nu-is'-dag. Het geduld is op.,Leid haar af. Begin een nieuwe serie. Plan een projectje voor in huis. Alles om de tijd te doden.,De laatste loodjes wegen het zwaarst. Het wachten kan ondraaglijk voelen.,Ze is een kind dat wacht op Sinterklaas. Elke dag duurt een jaar.,Een kokosnoot die ongeduldig op een kalender aan het staren is.,https://www.oudersvannu.nl/zwanger/zwangerschap/derde-trimester/
214,31,40.69,1450.0,Een tennisracket,De baby is vandaag extreem druk. Het lijkt alsof hij een complete verbouwing uitvoert.,Geniet ervan. Leg je hand op haar buik en voel de kracht. Het is een teken dat hij het goed maakt.,"De baby heeft steeds minder ruimte, waardoor elke beweging duidelijker en soms pijnlijker voelbaar is.",De baby is aan het 'proefliggen' voor de bevalling. Hij test alle hoeken van de kamer.,"Een buik die alle kanten op beweegt, alsof er een alien in zit.",https://deverloskundige.nl/zwangerschap/subtekstpagina/95/je-baby-voelen-bewegen/
215,31,40.86,1475.0,Een tennisracket,Ze heeft vandaag een 'ik-ga-dit-nooit-meer-doen'-verklaring.,Zeg: 'Dat snap ik helemaal. Laten we ons eerst focussen op deze.',De zwaarte van de zwangerschap kan haar het gevoel geven dat dit de eerste en de laatste keer is.,Ze zegt het contract voor toekomstige projecten op.,Een kokosnoot die een contract verscheurt.,https://www.oudersvannu.nl/zwanger/psyche/zwanger-van-de-tweede/
216,31,41.03,1500.0,Een tennisracket,Ze heeft vandaag een 'wat-als-ik-een-slechte-moeder-ben'-terugval.,"Herinner haar aan alle dingen die ze nu al doet. 'Je draagt hem al 31 weken, je eet gezond, je rust. Je bent nu al een geweldige moeder.'","De onzekerheid kan in vlagen terugkomen, vooral als het einde nadert. Jouw bevestiging is cruciaal.",De 'ik-ben-een-slechte-moeder'-spoken komen weer even spoken. Jij bent de 'ghostbuster'.,Een vrouw die een spook met 'twijfel' erop wegjaagt.,https://www.oudersvannu.nl/zwanger/psyche/onzeker-tijdens-zwangerschap/
217,31,41.2,1525.0,Een tennisracket,Ze heeft vandaag een 'ik-mis-mijn-vriendinnen'-dag. Ze voelt zich geïsoleerd.,Organiseer een (rustige) avond voor haar en haar vriendinnen. Jij zorgt voor de (alcoholvrije) drankjes en hapjes en trekt je dan terug.,Het sociale leven verandert drastisch. Het is belangrijk om de verbinding met vrienden te onderhouden.,Haar 'sociale tank' is leeg. Jij moet een tankstation voor haar regelen.,"Een groep vrouwen die lachend op de bank zit, terwijl een man op de achtergrond hapjes serveert.",https://www.oudersvannu.nl/zwanger/vrije-tijd/vriendinnen-en-zwangerschap/
218,32,41.37,1550.0,Een paar voetbalschoenen (maat 44),"De baby is waarschijnlijk al ingedaald of begint ermee. Ze kan weer wat makkelijker ademhalen, maar moet nu nog vaker plassen.",Het is een 'win-verlies'-situatie. Vier de winst ('Je kunt weer ademhalen!') en accepteer het verlies ('Ik installeer wel een tv op de wc').,"Indalen betekent dat de baby met zijn hoofdje in het bekken zakt. Dit geeft de longen meer ruimte, maar verhoogt de druk op de blaas.","De baby is verhuisd naar de 'kelder'. De 'zolder' (de longen) is nu vrij, maar de druk op de 'fundering' (de blaas) is enorm.",Een krop ijsbergsla die van de bovenkant van een baarmoeder naar de onderkant zakt.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/32-weken-zwanger/
219,32,41.54,1575.0,Een paar voetbalschoenen (maat 44),Ze heeft vandaag last van 'zwangerschaps-klunzigheid'. Ze stoot de lamp om die al 10 jaar op dezelfde plek staat.,Ruim het op. Zonder commentaar. Je bent nu een fulltime 'damage control officer'.,"Haar zwaartepunt is drastisch veranderd, wat haar coördinatie en inschattingsvermogen beïnvloedt.","Haar interne GPS is opnieuw gekalibreerd, maar de kaart klopt niet meer.",Een krop ijsbergsla die tegen een tafelpoot aanbotst.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/onhandigheid-tijdens-zwangerschap/
220,32,41.71,1600.0,Een paar voetbalschoenen (maat 44),Ze is vandaag aan het 'proef-puffen'. Ze oefent de ademhalingstechnieken van de cursus.,Puf mee. Het is de enige manier om te laten zien dat je het serieus neemt.,Het oefenen van de ademhaling kan helpen om het automatisme te worden tijdens de bevalling.,Jullie zijn twee locomotieven die stoom afblazen.,Twee kroppen ijsbergsla die ritmisch 'puf'-wolkjes uitblazen.,https://deverloskundige.nl/bevalling/subtekstpagina/47/hoe-ga-je-om-met-pijn/
221,32,41.89,1625.0,Een paar voetbalschoenen (maat 44),Ze heeft vandaag een 'ik-ben-er-klaar-mee'-meltdown. De combinatie van alle kwalen is te veel.,Laat haar razen. Knik en zeg 'ik snap het'. Bied een kop thee en een warme kruik aan. Je bent de emmer voor haar frustratie.,Het fysieke en mentale ongemak kan een breekpunt bereiken. Een goede huilbui kan opluchten.,"De emmer is vol en stroomt over. Jouw taak is niet om de kraan dicht te draaien, maar om te dweilen.",Een krop ijsbergsla die in een grote plas water zit.,https://www.oudersvannu.nl/zwanger/zwangerschap/derde-trimester/
222,32,42.06,1650.0,Een paar voetbalschoenen (maat 44),Ze heeft vandaag een 'wat-als-de-baby-niet-gezond-is'-angst.,"Stel haar gerust, maar wees realistisch. 'De kans is overweldigend groot dat alles goed is. De echo's waren goed. We vertrouwen daarop.'","Angst voor de gezondheid van de baby is normaal, ook al zijn alle onderzoeken goed.",De 'wat-als'-monsters komen weer even langs. Jij bent de nachtwaker die ze wegjaagt.,Een krop ijsbergsla die een spook met 'angst' erop wegjaagt.,https://www.oudersvannu.nl/zwanger/psyche/angsten-tijdens-zwangerschap/
223,32,42.23,1675.0,Een paar voetbalschoenen (maat 44),Ze heeft vandaag een 'ik-wil-dat-jij-alles-weet'-dag. Ze overhoort je over het geboorteplan.,Zorg dat je het weet. Wat was ook alweer haar wens over pijnbestrijding? Wie moet je bellen? Jij bent haar back-up brein.,Zij is straks druk met bevallen. Jij moet de communicatie met het medisch personeel doen. Een goede voorbereiding is cruciaal.,Je doet eindexamen 'Geboorteplan'. Zorg dat je een voldoende haalt.,Een man die zenuwachtig wordt overhoord door zijn zwangere partner.,https://www.vadercommunity.nl/vaderschap/de-rol-van-de-vader-tijdens-de-bevalling/
224,32,42.4,1700.0,Een paar voetbalschoenen (maat 44),Ze heeft vandaag een 'laatste-weekend-met-z'n-tweeën'-gevoel.,"Maak er iets speciaals van. Bestel haar favoriete eten, kijk jullie favoriete film, haal herinneringen op. Vier het 'tijdperk' dat jullie afsluiten.","Het besef dat dit het laatste weekend is voor de baby komt, kan emotioneel zijn.",Het is de 'finale' van jullie leven als duo.,Twee kroppen ijsbergsla die naar een zonsondergang kijken.,https://www.oudersvannu.nl/zwanger/relatie/je-relatie-tijdens-de-zwangerschap/
225,33,42.58,1732.14,Een ijshockeystick,Ze heeft vandaag het gevoel dat de baby 'naar beneden is gezakt'. Ze kan makkelijker ademen.,"Vier dit kleine feestje. 'Hé, je kunt weer praten zonder te hijgen!'",Het indalen van de baby geeft letterlijk meer lucht.,De baby is verhuisd naar de benedenverdieping. De zolder is weer vrij.,Een ananas die van de bovenkant van een buik naar de onderkant zakt.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/33-weken-zwanger/
226,33,42.76,1764.29,Een ijshockeystick,Ze heeft vandaag last van 'zwangerschaps-tranen'. Ze huilt om een reclame voor wasmiddel.,Geef haar een zakdoek en een knuffel. Probeer het niet te begrijpen.,De hormonen zijn op hun piek. Emotionele labiliteit is het gevolg.,Haar emotionele kraan lekt. Er is niet veel voor nodig om hem volledig open te draaien.,Een ananas die huilt bij een tv-reclame.,https://www.oudersvannu.nl/zwanger/psyche/huilbuien-tijdens-zwangerschap/
227,33,42.94,1796.43,Een ijshockeystick,Ze heeft vandaag een 'ik-moet-de-vluchttas-controleren'-obsessie. Voor de 10e keer.,Controleer hem samen. Vink de lijst af. Het geeft haar rust.,De behoefte aan controle in een oncontroleerbare situatie is groot. De vluchttas is een van de weinige dingen die ze kan controleren.,De vluchttas is haar 'heilige graal'.,Een vrouw die voor de 10e keer de inhoud van haar ziekenhuistas controleert.,https://deverloskundige.nl/bevalling/subtekstpagina/53/wat-neem-je-mee-naar-het-ziekenhuis/
228,33,43.11,1828.57,Een ijshockeystick,"Ze heeft vandaag een 'ik-ben-een-slechte-partner'-schuldgevoel, omdat ze zo vaak moe en prikkelbaar is.","Zeg: 'Schat, je bent geen slechte partner. Je bent een zwangere partner. Dat is iets heel anders. En je doet het fantastisch.'",Schuldgevoel over haar eigen gedrag komt vaak voor. Jouw geruststelling is de beste remedie.,Ze voelt zich een last. Jouw taak is om haar te laten voelen als een geschenk.,Een man die zijn zwangere partner een dikke knuffel geeft.,https://www.oudersvannu.nl/zwanger/relatie/je-relatie-tijdens-de-zwangerschap/
229,33,43.29,1860.71,Een ijshockeystick,Ze heeft vandaag een 'ik-ga-de-schopjes-missen'-gevoel.,"Zeg: 'Ik ook. Maar straks kunnen we hem echt knuffelen.' Erken het gevoel, maar geef ook een positief toekomstbeeld.","Het is een dubbel gevoel: je wilt dat de zwangerschap voorbij is, maar het idee dat de baby niet meer veilig in je buik zit, kan ook verdrietig zijn.",Ze neemt alvast een beetje afscheid van de 'zwangere' versie van zichzelf.,Een ananas die met een weemoedige blik naar zijn buik kijkt.,https://www.oudersvannu.nl/zwanger/psyche/gevoelens-rond-einde-zwangerschap/
230,33,43.47,1892.86,Een ijshockeystick,Ze heeft vandaag een 'laten-we-praktisch-zijn'-dag. Ze wil het hebben over de kraamweek.,Luister naar haar wensen. Wie mag er wel en niet op bezoek komen? Wat zijn de regels?,De kraamweek is een intense periode. Het is goed om van tevoren afspraken te maken over bezoek.,Jij wordt de 'gatekeeper' in de kraamweek. Het is belangrijk dat je weet wie er op de gastenlijst staat.,"Een man die als een uitsmijter voor een deur staat, met een lijst in zijn hand.",https://deverloskundige.nl/kraambed/subtekstpagina/60/kraamvisite/
231,33,43.65,1925.0,Een ijshockeystick,Ze heeft vandaag een 'ik-ben-er-klaar-voor'-dag. De angst heeft plaatsgemaakt voor een soort oerkracht.,Zeg: 'Ik zie het. Je bent een powervrouw. Laten we dit rocken.',De mindset kan veranderen van angst naar vastberadenheid. Het lichaam en de geest zijn klaar voor de klus.,De krijger heeft haar zwaard geslepen en haar schild opgepoetst. Ze is klaar voor de strijd.,Een ananas met een superhelden-cape en een vastberaden blik.,https://www.oudersvannu.nl/zwanger/bevalling/mentale-voorbereiding-op-de-bevalling/
232,34,43.83,1957.14,Een honkbalknuppel,Ze heeft vandaag het gevoel dat ze 'uit elkaar barst'. Haar huid staat op spanning.,"Smeren, smeren, smeren. Een warme douche. Een zachte massage. Alles om de huid te ontspannen.","De buik bereikt nu zijn maximale omvang. Dit kan een oncomfortabel, strak gevoel geven.",Haar huid is een tentdoek dat op maximale spanning staat.,Een flespompoen waar kleine scheurtjes in lijken te komen.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/34-weken-zwanger/
233,34,44.01,1989.29,Een honkbalknuppel,Ze heeft vandaag 'voorweeën' die haar 's nachts wakker houden.,Blijf rustig. Help haar met ademhalingsoefeningen. Een warme kruik kan helpen.,Voorweeën kunnen in deze fase intenser worden en de nachtrust verstoren.,Haar lichaam is aan het 'proefdraaien' voor de grote show.,Een flespompoen die 's nachts in bed ligt te puffen.,https://www.babycenter.nl/a544923/voorwee%C3%ABn-of-echte-wee%C3%ABn
234,34,44.19,2021.43,Een honkbalknuppel,Ze heeft vandaag een 'ik-wil-dat-alles-schoon-is'-obsessie. De nesteldrang is in volle gang.,"Geef haar een taak die ze zittend kan doen. Babykleertjes vouwen, de fotoboeken sorteren.","De drang om schoon te maken is groot, maar haar fysieke gesteldheid is beperkt. Help haar een balans te vinden.","Ze wil een marathon lopen, maar heeft een gebroken been. Geef haar een taak die ze vanuit een rolstoel kan doen.",Een vrouw die zittend op een stoel met een plumeau de plinten afstoft.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/nesteldrang-tijdens-zwangerschap/
