Dag,Week,grootte in cm,gewicht in gr,Baby Size Comparison,Partner Observation,Papa's Life Lesson,Meer informatie,Leuke dingen per dag,Image Idea,Citation
154,22,27.8,450.0,Een handbal,Ze heeft vandaag een 'ik-mis-mijn-oude-lichaam'-dag.,Erken het gemis. 'Ik snap het. Het is ook een enorme verandering. Maar weet dat ik deze versie van jou ook geweldig vind.',Het is oké om te rouwen om het verlies van je 'oude' zelf en lichaam. Het is een onderdeel van de transitie naar het moederschap.,Ze kijkt naar oude foto's met een mix van weemoed en trots.,"Een vrouw die naar een oude foto van zichzelf kijkt, met een hand op haar zwangere buik.",https://www.psychologenpraktijkbraam.nl/blog/onzekerheid-over-je-uiterlijk-tijdens-de-zwangerschap
155,23,27.96,460.71,Een paar bokshandschoenen (10 oz),De baby heeft nu een slaap- en waakritme. En dat is 9 van de 10 keer het tegenovergestelde van haar ritme.,"Als zij gaat slapen, begint de disco in haar buik. Jouw taak: luister met een glimlach naar haar geklaag hierover.",De baby wordt vaak juist actief als de moeder rustig is en gaat liggen. De bewegingen van de moeder wiegen de baby in slaap.,De baby is een nachtbraker. Hij is alvast aan het oefenen voor de periode na de geboorte.,"Een aubergine met een feestmuts op die aan het dansen is, terwijl een grote maan buiten schijnt.",https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/23-weken-zwanger/
156,23,28.11,471.43,Een paar bokshandschoenen (10 oz),Ze is vandaag super onhandig. Ze laat een vol glas water over de vloer vallen.,"Jouw reactie: 'Geeft niks, schat. Ik pak wel een dweil.' Geen zucht, geen gemopper. Je bent de vleesgeworden zen-meester.",Haar zwaartepunt is verschoven en het 'zwangerschapsbrein' zorgt voor een verminderde concentratie. Onhandigheid is het gevolg.,Haar lichaam en geest zijn niet meer perfect op elkaar afgestemd. Er is een 'vertraging op de lijn'.,Een aubergine die een stapel borden laat vallen.,https://www.babycenter.nl/a549285/zwangerschapsdementie
157,23,28.27,482.14,Een paar bokshandschoenen (10 oz),Ze begint nu al een 'vluchttas' voor het ziekenhuis in te pakken. Midden in het tweede trimester.,Laat haar begaan. Het geeft haar een gevoel van controle. Help haar met het verzamelen van de spullen.,De nesteldrang kan zich uiten in een vroege voorbereiding op de bevalling. Het is een manier om met de spanning om te gaan.,"Ze bereidt zich voor op een expeditie naar de Zuidpool, ook al is het nog volop zomer.","Een vrouw die een ziekenhuistas inpakt, terwijl de kalender aangeeft dat het nog maanden duurt.",https://deverloskundige.nl/bevalling/subtekstpagina/53/wat-neem-je-mee-naar-het-ziekenhuis/
158,23,28.43,492.86,Een paar bokshandschoenen (10 oz),Ze heeft vandaag een 'emo-eetbui'. Ze is verdrietig en eet een hele bak ijs leeg.,Ga naast haar op de bank zitten met een eigen lepel en eet mee. Zonder iets te zeggen. Gedeelde smart is halve smart (en dubbel ijs).,Eten kan een manier zijn om met de intense emoties van de zwangerschap om te gaan. Veroordeel het niet.,Ze vult haar emotionele gaten met suiker. Jouw taak is om te zorgen dat ze niet in een suiker-coma belandt.,Twee aubergines die samen uit een grote bak ijs eten.,https://www.oudersvannu.nl/zwanger/voeding/eetbuien-tijdens-je-zwangerschap/
159,23,28.59,503.57,Een paar bokshandschoenen (10 oz),Ze heeft last van haar bekken. Een zeurende pijn in haar schaamstreek of onderrug.,Moedig haar aan om een afspraak te maken met een bekkenfysiotherapeut. En neem haar fysieke klachten serieus.,Bekkeninstabiliteit is een veelvoorkomende en pijnlijke kwaal. Het hormoon 'relaxine' maakt de verbindingen weker.,Het 'chassis' van haar lichaam wordt weker om de baby er straks door te laten. Dat zorgt voor instabiliteit.,Een aubergine die zijn heupen vasthoudt met een pijnlijke grimas.,https://www.thuisarts.nl/zwanger/ik-ben-zwanger-en-heb-pijn-in-mijn-rug-en-bekken
160,23,28.74,514.29,Een paar bokshandschoenen (10 oz),De schopjes worden nu zo hard dat je ze soms aan de buitenkant kunt zien. Haar buik golft.,"Sta er met je neus bovenop. Het is een bizar, 'alien'-achtig gezicht, maar het is jullie alien.","De baby wordt steeds sterker en de laag vruchtwater en vet is nog relatief dun, waardoor bewegingen goed zichtbaar kunnen zijn.",Er zit een alien in haar buik die probeert te ontsnappen. En het is de meest fascinerende film die je ooit hebt gezien.,Een buik die zichtbaar beweegt en golft.,https://www.youtube.com/watch?v=b4a_aGZp9EY
161,23,28.9,525.0,Een paar bokshandschoenen (10 oz),Ze maakt zich zorgen over de bevalling en vraagt jou: 'Wat als je flauwvalt?',"Wees eerlijk. 'Ik kan niks beloven, maar ik ga mijn best doen om overeind te blijven. En als ik val, sta ik weer op. Voor jou.'",Het is een legitieme zorg. Veel partners zijn bang voor het zien van bloed of pijn. Bereid je mentaal voor.,"Ze is de hoofdrolspeler, jij hebt een bijrol. Zorg dat je je tekst kent en niet flauwvalt tijdens de grote scène.",Een man die een 'handleiding voor vaders bij de bevalling' leest.,https://www.vadercommunity.nl/vaderschap/de-rol-van-de-vader-tijdens-de-bevalling/
162,24,29.06,535.71,Een voetbal (maat 4),"Vandaag is een grote mijlpaal: de baby is 'levensvatbaar'. Als hij nu geboren wordt, heeft hij een overlevingskans.","Sta hier even bij stil. Het is een medisch feit, maar een emotionele mijlpaal. Jullie kleine vechter heeft een belangrijke grens bereikt.","Vanaf 24 weken is er een reële overlevingskans buiten de baarmoeder, dankzij de ontwikkeling van de longen en andere vitale organen.",De baby is nu gepromoveerd van 'werk in uitvoering' naar 'minimum viable product'.,Een maïskolf die een klein medisch diploma vasthoudt met 'Levensvatbaar' erop.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/24-weken-zwanger/
163,24,29.21,546.43,Een voetbal (maat 4),"Ze moet vandaag misschien de 'suikertest' (glucosetest) doen. Een vies, zoet drankje en dan bloedprikken.",Ga met haar mee. Leid haar af tijdens het wachten. Je bent haar emotionele steun en toeverlaat (en taxichauffeur).,De glucosetest screent op zwangerschapsdiabetes. Het is een standaard onderzoek rond deze periode.,Ze moet een 'potion of ultimate sweetness' drinken om te zien of haar lichaam de suiker-aanval aankan.,Een vrouw die met een vies gezicht een bekertje met een mierzoet drankje leegdrinkt.,https://deverloskundige.nl/zwangerschap/subtekstpagina/27/zwangerschapsdiabetes/
164,24,29.37,557.14,Een voetbal (maat 4),"Haar navel begint te 'ploppen'. Hij staat niet meer naar binnen, maar naar buiten.","Zeg: 'Cool, een ingebouwde deurbel.' Raak hem niet ongevraagd aan. Dat is raar.",Door de druk van de groeiende baarmoeder kan de navel naar buiten worden geduwd. Het is tijdelijk.,De navel is de 'klaar-knop' van een magnetron. Hij is nu 'geplopt'. De maaltijd is bijna klaar.,Een navel die naar buiten is 'geplopt' als een knop.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/zwangerschapsnavel/
165,24,29.53,567.86,Een voetbal (maat 4),Ze heeft vandaag een 'ik-weet-het-beter'-dag en geeft jou ongevraagd advies over alles.,"Knik en glimlach. Zeg: 'Ja, schat. Goed punt.' En doe dan gewoon wat je zelf van plan was. Kies je gevechten.",Hormonen kunnen haar een gevoel van almacht geven. Het is een overlevingsmechanisme.,"Ze is de koningin van het koninkrijk en jij bent een van haar adviseurs. De koningin heeft altijd gelijk, ook als ze onzin praat.",Een maïskolf met een kroon op die haar vinger opsteekt.,https://www.psychologytoday.com/us/blog/the-squeaky-wheel/201305/7-rules-managing-conflict
166,24,29.69,578.57,Een voetbal (maat 4),Ze is vandaag aan het oefenen met ademhalingstechnieken van de zwangerschapscursus. Het klinkt als een hijgende walrus.,"Doe mee. Serieus. Als jullie samen voor gek staan, is het minder gek. En het laat zien dat je oplette.",Ademhalingstechnieken zijn cruciaal tijdens de bevalling. Oefening baart kunst.,Jullie zijn twee walrussen die zich voorbereiden op de grote trek naar de zee.,Twee maïskolven die diep in- en uitademen.,https://deverloskundige.nl/bevalling/subtekstpagina/51/je-voorbereiden-op-de-bevalling/
167,24,29.84,589.29,Een voetbal (maat 4),Ze heeft vandaag kramp in haar benen. Midden in de nacht schiet het erin.,"Jij bent de 'kramp-oplosser'. Spring je bed uit, duw haar voet plat en masseer haar kuit. Je bent een nachtelijke superheld.",Kuitkrampen zijn een veelvoorkomende en pijnlijke kwaal. De exacte oorzaak is onbekend.,"Haar kuiten worden 's nachts gekaapt door kleine, kwaadaardige kramp-kabouters.",Een man die 's nachts het been van een vrouw masseert.,https://www.thuisarts.nl/kuitkrampen/ik-heb-last-van-kuitkrampen
168,24,30.0,600.0,Een voetbal (maat 4),Het begin van het derde trimester is in zicht. De sfeer wordt serieuzer.,Bespreek de 'wat-als'-scenario's. Wat als de bevalling 's nachts begint? Wie bellen we? Wat is het plan?,Het is goed om een globaal plan te hebben voor de bevalling. Dit geeft rust en een gevoel van controle.,"Jullie bereiden je voor op 'D-Day'. De troepen (luiers, rompers) worden verzameld en de strategie wordt besproken.",Twee maïskolven die over een grote landkaart gebogen staan met 'Plan B(evalling)'.,https://deverloskundige.nl/bevalling/subtekstpagina/52/het-bevalplan/
169,25,30.27,614.29,Een basketbal (maat 5),Het derde trimester begint. De 'honeymoon-fase' is voorbij. Ze voelt zich zwaarder en de vermoeidheid slaat weer toe.,Het laatste level is begonnen. Jouw rol als supporter wordt nu nog belangrijker. Wees voorbereid op meer klachten en minder energie.,"Het derde trimester loopt van week 28 tot de bevalling. De baby groeit nu vooral in gewicht, en dat voelt de moeder. Vermoeidheid en ongemakken nemen toe.",Welkom bij de 'end game'. De baby is aan het 'bulken' voor de grote dag.,Een krop andijvie die met moeite een trap oploopt.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/25-weken-zwanger/
170,25,30.54,628.57,Een basketbal (maat 5),Ze heeft vandaag een 'ik-pas-niks-meer'-meltdown. Zelfs haar zwangerschapskleding begint strak te zitten.,"Tijd voor de 'ultieme comfort-mode'. Denk: jouw T-shirts, haar joggingbroek, en verder niks. Mode is nu irrelevant.","De baby groeit nu snel, wat zorgt voor een groeispurt van de buik. Dit kan een nieuwe kledingcrisis veroorzaken.",Haar kledingkast heeft gecapituleerd. De witte vlag is gehesen.,Een kledingkast waar een witte vlag uitsteekt.,https://www.oudersvannu.nl/zwanger/mode-beauty/zwangerschapskleding-wanneer-begin-je-ermee/
171,25,30.81,642.86,Een basketbal (maat 5),"Ze heeft vandaag last van rusteloze benen ('restless legs'). Een onbedwingbare drang om haar benen te bewegen, vooral 's avonds.",Een massage voor het slapengaan kan helpen. En soms helpt een stukje lopen. Experimenteer met wat voor haar werkt.,"Restless legs syndrome (RLS) komt vaak voor. De precieze oorzaak is onbekend, maar het kan te maken hebben met ijzertekort of de druk op de zenuwen.","Haar benen willen 's avonds een marathon lopen, terwijl de rest van haar lichaam wil slapen.",Twee benen die onder een deken vandaan proberen te rennen.,https://www.thuisarts.nl/rusteloze-benen/ik-heb-last-van-rusteloze-benen
172,25,31.09,657.14,Een basketbal (maat 5),"De baby reageert op licht. Als je met een zaklamp op haar buik schijnt, kan hij wegdraaien of er juist naartoe bewegen.",Speel een spelletje! Schijn met een zaklamp op haar buik. Het is jullie eerste potje 'tikkertje'.,De ogen van de baby zijn nu functioneel. Hij kan licht van donker onderscheiden en reageert op lichtbronnen van buitenaf.,De baby is een soort zonnebloem. Hij draait naar het licht.,Een krop andijvie met grote ogen die een lichtbundel van een zaklamp volgt.,https://www.babycenter.nl/a25004928/de-ontwikkeling-van-je-baby-25-weken-zwanger
173,25,31.36,671.43,Een basketbal (maat 5),Ze maakt zich vandaag zorgen over het geven van borstvoeding. 'Wat als het niet lukt? Wat als het pijn doet?',"Zeg: 'We proberen het gewoon. En als het niet lukt, is er kunstvoeding. Het belangrijkste is dat de baby (en jij) gelukkig is.' Haal de druk eraf.","Zorgen over borstvoeding zijn normaal. Het is een natuurlijk proces, maar het gaat niet altijd vanzelf. Goede voorlichting kan helpen.",Ze maakt zich druk over de 'melk-leverantie'. Stel haar gerust dat er altijd een plan B is.,Een krop andijvie die met een bezorgd gezicht een boek over borstvoeding leest.,https://www.lalecheleague.nl/borstvoeding-abc
174,25,31.63,685.71,Een basketbal (maat 5),"Ze heeft vandaag een 'ik-ben-een-walvis'-dag. Ze voelt zich groot, lomp en onhandig.",Neem haar mee zwemmen. In het water voelt ze zich gewichtloos en vrij. Het is de beste remedie tegen het 'walvis-gevoel'.,Zwemmen is een van de beste sporten tijdens de zwangerschap. Het is goed voor de spieren en ontlast de gewrichten.,"In het water is ze geen walvis, maar een elegante zeemeermin.",Een zwangere vrouw die gewichtloos en blij in het water drijft.,https://www.oudersvannu.nl/zwanger/sporten/zwemmen-tijdens-je-zwangerschap/
175,25,31.9,700.0,Een basketbal (maat 5),De baby heeft de hik. Weer. Het voelt als een ritmisch getik in haar buik.,Leg je hand erop en tik zachtjes mee op het ritme. Het is jullie geheime club-handshake.,De hik is een teken dat het zenuwstelsel van de baby goed rijpt. Het is een reflex die hij oefent.,De baby heeft een metronoom ingeslikt.,Een krop andijvie die ritmisch op en neer stuitert.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/25-weken-zwanger/
176,26,32.17,714.29,Een boormachine,"Ze is vandaag kortademig, zelfs als ze stilzit. Haar longen hebben minder ruimte.",Jouw taak: wees haar persoonlijke lift. Pak dingen die op de grond liggen. Help haar de trap op.,"De baarmoeder drukt nu serieus tegen het middenrif en de longen, waardoor de longcapaciteit afneemt.",Haar longen en de baby vechten om dezelfde vierkante meters. De baby wint.,Een bloemkool die een paar longen wegdrukt.,https://www.24baby.nl/zwanger/zwangerschapskwalen/kortademigheid-tijdens-zwangerschap/
177,26,32.44,728.57,Een boormachine,Ze heeft vandaag last van vergeetachtigheid. Ze vergeet de afspraak met de verloskundige.,Word haar externe agenda. Zet alle afspraken in je eigen telefoon met een reminder voor haar (en voor jou).,'Zwangerschapsbrein' is op zijn hoogtepunt in het derde trimester. Stress en slaapgebrek verergeren het.,Haar hoofd is een computer met te veel tabbladen open. Het systeem is traag en loopt af en toe vast.,Een bloemkool met een hoofd vol mist en post-it briefjes.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/zwangerschapsdementie/
178,26,32.71,742.86,Een boormachine,Ze heeft vandaag een 'ik-kan-niet-wachten-tot-het-voorbij-is'-dag.,"Erken haar gevoel. 'Ik snap het, schat. Het is zwaar. Maar je doet het geweldig. We zijn er bijna.'",Het derde trimester kan aanvoelen als een eindeloze eindsprint. Het is normaal om het zat te zijn.,"Ze zit in de laatste kilometers van de marathon. Ze is uitgeput, maar de finish is in zicht. Jij bent de man met de waterfles.","Een bloemkool die uitgeput op een racebaan zit, met de finishlijn in de verte.",https://www.oudersvannu.nl/zwanger/zwangerschap/derde-trimester/
179,26,32.99,757.14,Een boormachine,"De baby reageert nu duidelijk op jouw stem. Als jij begint te praten, wordt hij actief.",Maak er een ritueel van. Lees elke avond een (kinder)boek voor aan de buik. Het is goed voor de binding en voor de baby's taalontwikkeling.,De baby herkent nu specifieke stemmen en kan hierop reageren. Jouw stem is een van de weinige die hij constant hoort.,Jij bent de stem van de 'buitenwereld'. De baby luistert naar jouw 'radio-uitzending'.,"Een man die een boek voorleest aan een buik, waar een luisterende bloemkool in zit.",https://www.oudersvannu.nl/zwanger/zwangerschap/contact-maken-met-je-baby-in-je-buik/
180,26,33.26,771.43,Een boormachine,"Ze heeft vandaag last van haar rug. Een constante, zeurende pijn.",Een warmtekussen is je beste vriend. En een stevige rugmassage van jou is nog beter.,"Het gewicht van de buik trekt aan de rugspieren, wat voor chronische pijn kan zorgen.",Haar ruggengraat is de tentstok van een veel te zware tent.,Een bloemkool die een rugzak draagt die veel te zwaar is.,https://www.thuisarts.nl/zwanger/ik-ben-zwanger-en-heb-pijn-in-mijn-rug-en-bekken
181,26,33.53,785.71,Een boormachine,Ze heeft vandaag een 'alles-moet-perfect'-aanval. De babykleertjes worden op kleur gesorteerd.,Laat haar. Het is haar manier om controle te krijgen over een oncontroleerbare situatie. Bied aan om te helpen met vouwen.,De nesteldrang kan zich uiten in perfectionisme en een drang om alles te organiseren.,Ze is de generaal die haar troepen inspecteert voor de grote veldslag. Elk soldaatje (rompertje) moet perfect in het gelid staan.,Een vrouw die met een liniaal een stapel babykleertjes recht legt.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/nesteldrang-tijdens-zwangerschap/
182,26,33.8,800.0,Een boormachine,Ze maakt zich zorgen over de pijn van de bevalling. 'Ga ik dat wel aankunnen?',Zeg: 'Je kunt meer dan je denkt. En we hebben opties voor pijnbestrijding. We bespreken alles met de verloskundige.',Angst voor de pijn is de meest voorkomende angst. Praat erover en informeer je over de mogelijkheden.,"Ze moet een berg beklimmen. Het is eng, maar er zijn gidsen en hulpmiddelen beschikbaar.","Een bloemkool die met een verrekijker naar een hoge, steile berg kijkt.",https://deverloskundige.nl/bevalling/subtekstpagina/47/hoe-ga-je-om-met-pijn/
183,27,34.07,814.29,Een bowlingbal (6 lbs),"Ze slaapt steeds slechter. Ze moet plassen, heeft maagzuur, kan geen houding vinden.",Jouw nachtrust is ook verstoord. Accepteer het. Zie het als een training voor de gebroken nachten die gaan komen.,Slaap in het derde trimester is vaak gefragmenteerd. Alle zwangerschapskwalen lijken 's nachts erger te worden.,"De nacht is een estafetteloop tussen de wc, de keuken (voor een Rennietje) en het kussen-fort.",Een krop sla met grote wallen onder de ogen.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/27-weken-zwanger/
184,27,34.34,828.57,Een bowlingbal (6 lbs),Ze heeft vandaag een 'ik-hou-nu-al-zoveel-van-hem/haar'-huilbui.,"Knuffel haar. Zeg: 'Ik ook.' Het is de liefde die al groeit, nog voordat de baby er is.","De emotionele band met de baby wordt steeds sterker, wat voor overweldigende gevoelens van liefde kan zorgen.",Haar hart is al overstroomd met liefde voor een persoon die ze nog nooit heeft ontmoet.,Een krop sla die een klein hartje knuffelt.,https://www.babycenter.nl/a25012301/een-band-opbouwen-met-je-ongeboren-baby
185,27,34.61,842.86,Een bowlingbal (6 lbs),Ze heeft vandaag 'harde buiken' die wat gevoeliger zijn. Ze twijfelt of het 'echt' is.,Time de samentrekkingen. Zijn ze regelmatig? Worden ze sterker? Duren ze langer? Dat is de gouden regel.,Het onderscheid tussen harde buiken en echte weeën wordt steeds lastiger. Een vast patroon is het belangrijkste kenmerk van een beginnende bevalling.,"Haar buik is een 'oefen-vulkaan'. Soms rommelt het wat, maar een echte uitbarsting heeft een duidelijk, toenemend patroon.",Een man die met een stopwatch en een notitieblok de samentrekkingen van een buik aan het timen is.,https://deverloskundige.nl/bevalling/subtekstpagina/41/harde-buiken/
186,27,34.89,857.14,Een bowlingbal (6 lbs),Ze heeft vandaag een 'partner-appreciation'-dag. 'Ik ben zo blij dat je er bent.',Absorbeer het. Dit zijn de momenten die je door de zware nachten heen gaan slepen. Zeg: 'Ik ben ook blij dat ik er voor jou mag zijn.',In het zware derde trimester kan het besef indalen hoe belangrijk de steun van een partner is.,Ze geeft je een 'medaille van verdienste' voor je rol als supporter. Speld hem met trots op.,Een man die een medaille krijgt van een zwangere vrouw.,https://www.vadercommunity.nl/vaderschap/de-rol-van-de-vader-tijdens-de-zwangerschap/
187,27,35.16,871.43,Een bowlingbal (6 lbs),"Ze is vandaag aan het fantaseren over het eerste wat ze gaat eten na de bevalling. Een broodje filet americain, een glas wijn.",Maak een lijstje. En zorg dat je die dingen in huis haalt (of bestelt) voor als ze thuiskomt uit het ziekenhuis. Het is het beste cadeau dat je kunt geven.,Negen maanden lang zijn er dieetrestricties. De verlangens kunnen zich opstapelen.,Ze plant haar 'bevrijdings-maaltijd'.,Een krop sla die droomt over een glas wijn en een broodje filet americain.,https://www.oudersvannu.nl/zwanger/voeding/wat-mag-je-niet-eten-als-je-zwanger-bent/
188,27,35.43,885.71,Een bowlingbal (6 lbs),Ze voelt zich vandaag eenzaam. 'Niemand begrijpt hoe dit voelt.',"Zeg: 'Ik kan het misschien niet voelen, maar ik zie wel hoe zwaar het is en hoe geweldig je het doet. En ik ben er voor je.'","Zwangerschap kan, ondanks alle steun, een eenzaam proces zijn. Alleen zij voelt wat er in haar lichaam gebeurt.",Ze is de enige astronaut op een missie naar een onbekende planeet. Jij bent de 'mission control' op aarde.,"Een zwangere vrouw die alleen op een planeet staat, terwijl een man op aarde via een radio contact probeert te maken.",https://www.oudersvannu.nl/zwanger/psyche/depressieve-gevoelens-tijdens-zwangerschap/
