Dag,Week,grootte in cm,gewicht in gr,Baby Size Comparison,Partner Observation,Papa's Life Lesson,Meer informatie,Leuke dingen per dag,Image Idea,Citation
13,2,0.2,0.0,Een vonkje,De test. Het moment van de waarheid. Twee streepjes. Of een plusje. Of het woord 'Zwanger'. Stilte.,"Wat je ook voelt, jouw eerste reactie zet de toon. Een simpele 'Oké, wow' en een arm om haar heen is 1000 keer beter dan 'Weet je het zeker?'.",Een positieve zwangerschapstest is 99% betrouwbaar. Het meet de aanwezigheid van het hCG-hormoon in de urine. Tijd om de verloskundige te bellen.,"Gefeliciteerd, {userName}. Je hebt zojuist de proloog van het boek uitgespeeld. Welkom bij Hoofdstuk 1.","Een zwangerschapstest met twee streepjes, die een 'thumbs up' geeft.",https://www.clearblue.com/nl/zwangerschapstesten/hoe-een-zwangerschapstest-werkt
14,2,0.2,0.0,Een vonkje,De realiteit daalt in. {partnerName} staart vandaag misschien wat vaker in de verte. Jij waarschijnlijk ook.,Vandaag is een dag van stilte en grote gedachten. Laat het gebeuren. Je hoeft niet de hele tijd te praten.,Het nieuws verwerken kost tijd. Zowel voor haar als voor jou. Allerlei vragen en emoties komen op. Dat is volkomen normaal.,De servers van jullie hersenen zijn aan het crashen door de enorme hoeveelheid nieuwe data. Een reboot is nodig. Geef het tijd.,Twee hoofden met daarin draaiende 'loading' icoontjes.,https://www.siriz.nl/net-zwanger/emoties-tijdens-je-zwangerschap
15,3,0.2,0.0,Een vonkje,"Vandaag heeft ze een 'alles-is-stom'-dag. Haar broek zit niet lekker, de koffie smaakt raar, en jij ademt te luid.",Dit is geen aanval op jou. Het is een systeembrede hormoon-update. Jouw beste verdediging is chocola. En afstand.,"De hormonen gieren door haar lijf, wat haar extra prikkelbaar kan maken. Het is tijdelijk. (Een soort van.)",Ze is een computer die een heel zwaar programma draait. Alles loopt een beetje trager en de ventilator (haar humeur) maakt veel lawaai.,Een appelpit met een boos gezicht en rook uit de oren.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/6-weken-zwanger/
16,3,0.2,0.0,Een vonkje,"Haar cravings beginnen. Vanochtend wilde ze augurken, vanmiddag zure matten. Vanavond? Wie zal het zeggen.","Jouw rol als jager-verzamelaar is geëvolueerd. Je jaagt niet meer op mammoeten, maar op potten augurken om 22:00 uur.","Zwangerschaps-cravings zijn een mysterie. Niemand weet precies waarom, maar het heeft waarschijnlijk te maken met veranderende voedingsbehoeften en hormonen.","Haar smaakpapillen zijn gekaapt door een kleine dictator. Vandaag eist hij zuur, morgen zout. Jij bent de onderhandelaar.","Een appelpit op een troon, die met een scepter naar een pot augurken wijst.",https://www.voedingscentrum.nl/nl/zwanger-en-kind/zwanger/eetgewoonten-tijdens-de-zwangerschap-craving-en-aversie.aspx
17,3,0.2,0.0,Een vonkje,"Vandaag is ze misselijk. De hele dag. De term 'ochtendmisselijkheid' is een leugen, ontdekt ze.","Wees haar 'misselijkheids-buddy'. Zorg voor water, een emmer in de buurt en afleiding. En eet je vette hamburger buiten de deur.","De misselijkheid piekt vaak rond deze periode. Het is een teken dat de zwangerschapshormonen goed hun werk doen, maar het is loodzwaar.",De kleine is een DJ en de maag van je partner is de dansvloer. Hij draait de hele dag 'misselijk-makende' beats.,"Een appelpit met een koptelefoon op, achter een draaitafel.",https://www.oudersvannu.nl/zwanger/zwangerschap/zwangerschap-van-week-tot-week/6-weken-zwanger/
18,3,0.2,0.0,Een vonkje,Ze maakt zich zorgen. 'Doe ik het wel goed? Eet ik wel het juiste?' De onzekerheid slaat toe.,Jouw mantra voor vandaag: 'Je doet het geweldig.' Herhaal dit. Ook als ze het niet gelooft. Ooit landt het.,Zorgen zijn normaal. Het is een teken dat ze een betrokken moeder wordt. Help haar door betrouwbare informatie te zoeken (maar niet te veel!).,"Haar hoofd is Google, en de enige zoekterm is 'wat-als-het-fout-gaat'. Jouw taak is de browser af en toe te sluiten.",Een appelpit met een groot vraagteken boven zijn hoofd.,https://www.siriz.nl/net-zwanger/zorgen-tijdens-je-zwangerschap
19,3,0.2,0.0,Een vonkje,Vandaag heeft ze een 'energie-dip' van heb-ik-jou-daar. Ze valt in slaap terwijl ze haar tanden poetst. Bijna.,"Neem het voortouw. 'Schat, ik kook vanavond. Ga jij maar even liggen.' Dit zijn de woorden die haar redden.","De ontwikkeling van de baby's organen is in volle gang. Dit kost bakken met energie. Rust is geen luxe, het is noodzaak.",De kleine is een bouwvakker die 24/7 doorwerkt. Geen wonder dat de directrice (je partner) af en toe instort.,"Een appelpit met een bouwvakkershelm op, druk in de weer met een hamer.",https://www.babycenter.nl/a25004914/de-ontwikkeling-van-je-baby-6-weken-zwanger
20,3,0.2,0.0,Een vonkje,"Ze heeft vandaag een 'opruim-woede'. Alles moet anders, schoner, beter. Het is het begin van de nesteldrang.",Blijf uit de weg. Of nog beter: help mee. Sorteer die oude tijdschriften. Je scoort er punten mee.,Nesteldrang is een oerinstinct om een veilige 'nest' te creëren voor de baby. Het kan in vlagen komen en gaan.,De kleine heeft via de interne post een memo gestuurd: 'Dit huis is een bende. Graag opruimen voor mijn aankomst.' {partnerName} is de uitvoerder.,"Een appelpit met een checklist, die een huis inspecteert.",https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/nesteldrang-tijdens-zwangerschap/
21,3,0.2,0.0,Een vonkje,"Vandaag is de eerste afspraak bij de verloskundige. Spannend. Veel vragen, veel informatie.",Jouw rol: notulist. Schrijf de belangrijke dingen op. Je partner onthoudt de helft niet door de zenuwen. Jij bent haar externe harde schijf.,"De eerste afspraak is een intake. Er wordt bloed afgenomen, de bloeddruk gemeten en er worden veel vragen gesteld over jullie gezondheid en levensstijl.","Dit is de eerste officiële project-kick-off. De verloskundige is de projectmanager. Jullie zijn de... tja, de cliënten.",Een verloskundige die een presentatie geeft aan een man en vrouw.,https://deverloskundige.nl/zwangerschap/subtekstpagina/23/de-eerste-afspraak/
22,4,0.2,0.0,Een schroefje,Ze heeft vandaag voor het eerst zwangerschapskleding gegoogeld. Ze sluit de laptop snel als je binnenkomt.,Zeg iets als: 'Ik zag laatst een coole spijkerbroek met zo'n buikband. Zag er best comfortabel uit.' Maak het normaal.,"Hoewel een buikje nog niet zichtbaar is, kan haar eigen kleding al strakker zitten door een opgezette buik en groeiende baarmoeder.",Haar kleding is in staking. Ze weigeren nog langer mee te werken onder de huidige omstandigheden. Tijd voor onderhandelingen.,Een spijkerbroek met gekruiste armen en een boos gezicht.,https://www.oudersvannu.nl/zwanger/shoppen/zwangerschapskleding-wanneer-begin-je-ermee/
23,4,0.2,0.0,Een schroefje,Vandaag is ze duizelig als ze te snel opstaat. De wereld draait even voor haar.,Jouw nieuwe reflex: bied altijd een arm aan als ze opstaat. Je bent haar persoonlijke stabilisator.,"Duizeligheid komt vaak voor. Haar bloedvolume neemt toe en haar bloeddruk kan lager zijn, wat dit effect veroorzaakt.",Haar interne evenwichtssysteem wordt geherkalibreerd. Soms hapert de software even.,Een erwt die op een slappe koord balanceert.,https://www.24baby.nl/zwanger/zwangerschapskwalen/duizeligheid-tijdens-zwangerschap/
24,4,0.2,0.0,Een schroefje,"Haar huid is onrustig. Puistjes. 'Ik lijk wel weer een puber,' zucht ze.","Zeg nooit: 'Oh ja, ik zie het.' Zeg: 'Je straalt.' Leugentje om bestwil is in dit geval een daad van liefde.",Hormonale acne is een veelvoorkomende kwaal. De talgproductie van de huid raakt van slag door de hormonen.,De hormonen geven een feestje en haar gezicht is de dansvloer. Helaas laten ze nogal wat rommel achter.,"Een erwt met een paar kleine puistjes, die in de spiegel kijkt.",https://www.etos.nl/advies/zwanger/kwaaltjes/zwangerschapsacne/
25,4,0.2,0.0,Een schroefje,"Ze heeft vandaag hoofdpijn. Een zeurend, vervelend gevoel dat niet weggaat.","Zorg voor een donkere, stille kamer. Een koud washandje op haar voorhoofd doet wonderen. Je bent nu een parttime verpleger.","Hoofdpijn kan worden veroorzaakt door hormonen, vermoeidheid, stress of uitdroging. Paracetamol mag, maar met mate. Raadpleeg altijd de verloskundige.",Er is een file in haar hoofd. Allemaal hormonen die tegelijkertijd proberen de kruising over te steken.,Een erwt die zijn hoofd vasthoudt met een pijnlijke grimas.,https://deverloskundige.nl/zwangerschap/subtekstpagina/109/hoofdpijn/
26,4,0.2,0.0,Een schroefje,Ze vertelt het vandaag aan haar beste vriendin. Jij hoort het gegil door de telefoon.,Geef haar de ruimte om dit moment te delen. Dit is haar 'inner circle'. Jouw beurt komt nog.,"Het delen van het nieuws is een grote stap. Het maakt het 'echter'. Vaak wordt gewacht tot de termijnecho, maar sommigen delen het eerder met naasten.",Het nieuws is als een geheim agent die eindelijk zijn cover mag opblazen. De eerste missie is het informeren van de bondgenoten.,Twee vrouwen die elkaar gillend omhelzen.,https://www.oudersvannu.nl/zwanger/zwangerschap/wanneer-vertel-je-dat-je-zwanger-bent/
27,4,0.2,0.0,Een schroefje,"Vandaag is de eerste echo misschien gepland. De dag dat je {babyName} voor het eerst als een klein, knipperend lichtje ziet.","Houd haar hand vast. Het is oké om emotioneel te worden. Ja, jij ook. Het is een klein wonder op een groot scherm.",De eerste echo is vaak rond 8-10 weken. Je kunt het hartje zien kloppen. Het is een bevestiging dat alles (voor nu) goed gaat.,Dit is de trailer van de film die de komende 18 jaar van je leven gaat bepalen. Geniet van dit voorproefje.,"Een klein, knipperend lichtje op een echo-scherm, met een pijl 'Jij bent hier'.",https://deverloskundige.nl/zwangerschap/subtekstpagina/24/echo-s/
28,4,0.2,0.0,Een schroefje,Ze is vandaag opgelucht en blij na de goede echo. Een 'zwangerschapsgloed' begint zichtbaar te worden.,Dit is een goed moment om haar mee uit eten te nemen. Vier deze mijlpaal. Ze heeft het verdiend. Jij ook.,Na een goede eerste echo neemt de onzekerheid vaak af en kan het genieten beginnen. De zogenaamde 'gloed' komt door een betere doorbloeding van de huid.,De eerste level-boss is verslagen. De sfeer in het team is top. Tijd voor een 'victory dinner'.,Een stralende erwt met een halo boven zijn hoofd.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/8-weken-zwanger/
29,5,0.25,0.04,Een M6 boutje,"Vandaag ruikt {partnerName} dingen die er niet zijn. Of erger: dingen die er wél zijn, maar dan 10x zo sterk. Jouw aftershave is nu een chemische aanval.",Jouw missie voor vandaag: word een 'geur-ninja'. Identificeer en elimineer alle sterke luchtjes in huis voordat ze haar bereiken.,"Het reukvermogen wordt extreem gevoelig door het oestrogeenhormoon. De neurale buis van de baby, de voorloper van de hersenen en het ruggenmerg, begint zich te sluiten.",De kleine bouwt zijn eigen commandocentrum (de hersenen). Dit vereist opperste concentratie en een geurvrije omgeving. Logisch.,Een bosbes met een gasmasker op.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/7-weken-zwanger/
30,5,0.3,0.07,Een M6 boutje,Ze heeft vandaag besloten dat ze koffie haat. Het drankje waar ze gisteren nog een moord voor deed.,"Knik en haal thee. Probeer de logica niet te volgen, want die is met vakantie. Jouw taak is faciliteren, niet begrijpen.","Voedselaversie is het tegenovergestelde van een craving. Dingen die ze normaal lekker vindt, kunnen haar nu tegenstaan. Het hartje van de baby begint nu twee kamers te vormen.","Het hart van de baby krijgt een upgrade. Van een studio naar een tweekamerappartement. Dat moet gevierd worden met... thee, blijkbaar.",Een koffiekopje dat wegrent voor een boos kijkende vrouw.,https://www.oudersvannu.nl/zwanger/zwangerschap/zwangerschap-van-week-tot-week/7-weken-zwanger/
31,5,0.35,0.11,Een M6 boutje,"Vandaag is de 'opgeblazen buik'-dag. Ze voelt zich een wandelende ballon, ook al zie jij nog niks.","Maak geen grappen over ballonnen. Zeg ook niet 'ik zie niks'. Zeg: 'Zullen we een joggingbroek-dag houden? Ik doe mee.' Solidariteit, maat.","Progesteron vertraagt de spijsvertering, wat kan leiden tot een opgeblazen gevoel en winderigheid. Het is een charmant onderdeel van het proces.","Haar darmen zijn nu een soort slome-mensen-snelweg. Alles gaat op z'n dooie gemak, met files en opstoppingen als gevolg.",Een bosbes die nonchalant op een opblaasbare buik leunt.,https://www.babycenter.nl/a549284/opgeblazen-gevoel-en-winderigheid-tijdens-de-zwangerschap
32,5,0.4,0.14,Een M6 boutje,Ze moet elke 5 minuten plassen. Je overweegt een chemisch toilet naast de bank te installeren.,Doe het niet. Maar time jullie uitjes wel van wc naar wc. Je bent nu een toeristengids voor openbare toiletten.,"De groeiende baarmoeder drukt op de blaas. Dit wordt alleen maar erger, en dan weer even beter, en dan weer erger. Welkom bij de rit.",De baby gebruikt haar blaas als zijn persoonlijke boksbal. En hij is al flink aan het trainen.,"Een bosbes met bokshandschoenen aan, die tegen een blaas aan het stoten is.",https://www.24baby.nl/zwanger/zwangerschapskwalen/vaak-plassen-tijdens-zwangerschap/
33,5,0.45,0.18,Een M6 boutje,Vandaag heeft ze een huilbui omdat de pindakaas op is. Het gaat niet om de pindakaas. Het gaat nooit om de pindakaas.,"Koop twee potten pindakaas. Eén voor nu, en één voor de volgende 'noodsituatie'. Je bent een probleemoplosser.","De hormonen zijn in volle gang, wat haar emotioneel kwetsbaarder maakt. Kleine problemen kunnen voelen als het einde van de wereld.","Haar emotionele thermostaat is kapot. Het is of ijskoud, of bloedheet. Een tussenweg is er niet.",Een vrouw die huilt boven een lege pot pindakaas.,https://www.siriz.nl/net-zwanger/emoties-tijdens-je-zwangerschap
34,5,0.5,0.21,Een M6 boutje,"Ze is vandaag extreem moe, maar kan 's avonds de slaap niet vatten. Welkom in de paradox van de zwangerschap.",Stel een schermverbod in voor het slapengaan. Voor jullie beiden. Lees een boek. Of staar naar het plafond. Samen.,"Slapeloosheid is een veelvoorkomende klacht, zelfs als ze overdag uitgeput is. Lichamelijke ongemakken en piekeren zijn vaak de oorzaak.","Haar lichaam schreeuwt 'slapen!', maar haar hoofd schreeuwt 'denken over alles!'. Haar hoofd wint meestal.","Een schaapje dat over een hek springt, maar wordt tegengehouden door een groot 'STOP'-bord.",https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/slapeloosheid-tijdens-zwangerschap/
35,5,0.55,0.25,Een M6 boutje,"'Vind je me nog wel aantrekkelijk?' vraagt ze vandaag, terwijl ze in haar joggingbroek op de bank zit.",Kijk haar aan. Zeg: 'Meer dan ooit.' Meen het. Ze bouwt een mens. Dat is het meest badass en sexy wat er is.,Lichamelijke veranderingen en ongemakken kunnen haar onzeker maken over haar uiterlijk. Jouw bevestiging is cruciaal.,"Ze voelt zich misschien een opgeblazen, humeurige versie van zichzelf. Jouw taak is om de superheld te zien die ze is.",Een vrouw in joggingbroek die in de spiegel kijkt en een superhelden-schaduw ziet.,https://www.psychologenpraktijkbraam.nl/blog/onzekerheid-over-je-uiterlijk-tijdens-de-zwangerschap
36,6,0.6,0.29,Een dartpijl punt,Ze heeft de eerste afspraak met de verloskundige achter de rug en is nu een wandelende encyclopedie van 'wat-mag-niet'.,"Luister en leer. En gooi die filet americain maar weg. Je doet het samen, dus je lijdt samen (een beetje).","Na de eerste afspraak wordt de lijst van 'verboden' voedingsmiddelen (rauw vlees, bepaalde kazen, etc.) heel concreet. Dit om infecties te voorkomen.",Jullie koelkast is nu een high-security zone. Alleen goedgekeurde items mogen naar binnen. Jij bent de bewaker.,Een kidneyboon in een politie-uniform die een stuk filet americain tegenhoudt.,https://www.voedingscentrum.nl/nl/zwanger-en-kind/zwanger/wat-kan-ik-wel-en-niet-eten-tijdens-mijn-zwangerschap.aspx
37,6,0.65,0.32,Een dartpijl punt,Vandaag is de dag van de 'rare dromen'. Ze wordt wakker en vertelt je dat ze gedroomd heeft dat ze beviel van een broodrooster.,Lach erom. En vraag of het een goede broodrooster was. Humor is de beste manier om met de gekte om te gaan.,"Levendige, bizarre dromen komen vaak voor. Hormonen en de onbewuste verwerking van alle nieuwe informatie en angsten spelen een rol.","Haar onderbewustzijn is een filmregisseur die een flinke dosis LSD heeft genomen. De films zijn raar, maar meestal onschadelijk.",Een vrouw die een broodrooster in een babydekentje wiegt.,https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/raar-dromen-tijdens-zwangerschap/
38,6,0.7,0.36,Een dartpijl punt,Ze bestudeert haar buik in de spiegel. Is dat een buikje? Of gewoon de lunch?,Zeg: 'Ik zie het! Het is een begin!' Ook al is het de lunch. Je bent haar grootste fan.,"Hoewel de baarmoeder pas de grootte van een sinaasappel heeft, kan de buik al opzetten. Dit is het prille begin van de 'baby bump'.","De eerste steen van het huis is gelegd. Het is nog geen villa, maar het fundament is er.",Een vergrootglas dat gericht is op een licht bollend buikje.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/9-weken-zwanger/
39,6,0.75,0.39,Een dartpijl punt,Ze is vandaag 'zwangerschapsvergeetachtig'. Ze loopt naar de keuken en weet niet meer waarom.,"Wees haar externe harde schijf. 'Je wilde een glas water, schat.' Ze zal je dankbaar zijn.",'Zwangerschapsbrein' is een echt fenomeen. Veranderingen in hormonen en prioriteiten in de hersenen kunnen haar vergeetachtig maken.,Haar hersenen zijn aan het opruimen om ruimte te maken voor 'baby-informatie'. Sommige oude bestanden (zoals 'waarom-ik-naar-de-keuken-liep.doc') worden per ongeluk verwijderd.,Een brein met een 'out of office' reply aan.,https://www.babycenter.nl/a549285/zwangerschapsdementie
40,6,0.8,0.43,Een dartpijl punt,Vandaag heeft ze een 'ik-voel-me-geweldig'-dag. Een zeldzame dag zonder misselijkheid en met energie.,"Geniet ervan! Ga iets leuks doen. Een wandeling, een terrasje. Pluk de dag, want morgen kan de misselijkheid weer de baas zijn.",Het eerste trimester kan vlagen van welzijn hebben. De hormonen zijn dan even in balans. Dit zijn de dagen om te koesteren.,De hormonale storm is even gaan liggen. Er is een regenboog zichtbaar. Geniet van het uitzicht.,Een kidneyboon die met een zonnebril op in een hangmat ligt.,https://www.oudersvannu.nl/zwanger/zwangerschap/zwangerschap-van-week-tot-week/9-weken-zwanger/
41,6,0.85,0.46,Een dartpijl punt,"Ze heeft de eerste echo foto. Ze kijkt er de hele dag naar. Naar dat kleine, witte garnaaltje.","Zeg: 'Hij heeft jouw neus.' Het is een leugen, hij heeft nog niet eens een neus, maar het is de juiste leugen.","De echo is het eerste, tastbare bewijs. Het maakt de abstracte zwangerschap 'echt'. Het is een krachtig, emotioneel moment.",Dat kleine witte vlekje is de hoofdrolspeler in jullie nieuwe film. En hij heeft nu al zijn eerste 'headshot'.,Een echofoto van een kidneyboon met een pijl: 'De ster van de show'.,https://deverloskundige.nl/zwangerschap/subtekstpagina/24/echo-s/
42,6,0.9,0.5,Een dartpijl punt,Vandaag begint ze met het downloaden van zwangerschapsapps. Haar telefoon staat ineens vol met roze iconen.,Installeer deze app op haar telefoon (als dat technisch kan). Zeg: 'Deze is voor jou. En deze is voor ons.',Zwangerschapsapps bieden veel informatie en een gevoel van controle. Het is een manier om de ontwikkeling bij te houden.,Ze verzamelt nu data. Ze is de analist van 'Project Baby'. Jouw app wordt de 'management-samenvatting'.,"Een telefoon met allemaal roze, bloemige app-iconen en één stoer 'Project Papa'-icoon.",https://www.oudersvannu.nl/zwanger/handig/de-beste-zwangerschapsapps/
43,7,0.95,0.54,Een 9mm kogel,"Vandaag heeft ze een 'alles stinkt'-dag. Jouw adem, de vuilniszak, de 'geurloze' zeep. Alles.",Adem uit in de andere richting. En word de beste vriend van de vuilnisman. Vandaag ben jij de 'Lord of the Bins'.,"Het reukvermogen is nog steeds super-powered. De baby ontwikkelt nu kleine, zwemvlies-achtige handjes en voetjes.",De kleine krijgt nu flippers. Hij bereidt zich voor op een negen maanden durende duik in de 'baarmoeder-oceaan'.,Een kikkererwt met kleine zwemvliezen aan zijn handen en voeten.,https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/8-weken-zwanger/
